#{"t_start": 1784343020.691273, "env_id": "None"}
r,l,t
17.264714,67,10819.924037
2.622203,5,10821.109777
4.611493,7,10823.036548
9.448053,9,10825.325948
1.802203,6,10826.920142
13.452683,16,10831.257866
10.307128,10,10833.981741
15.083982,27,10840.902406
5.285067,3,10841.337086
10.115799,28,10848.129167
3.470782,4,10849.125507
3.876711,4,10850.086522
6.534924,5,10851.549113
9.950702,8,10853.607328
18.29116,19,10858.423223
2.01,2,10858.906186
8.405067,6,10860.502296
18.768095,20,10865.84435
2.414214,1,10866.385379
5.246266,14,10869.903897
10.145706,8,10872.275956
3.051686,13,10875.736012
8.188133,10,10878.279447
7.577199,10,10880.794298
2.502498,7,10882.675775
2.633209,4,10883.752879
0.740488,4,10884.819093
13.20582,12,10887.981158
-0.911716,1,10888.005524
9.93656,8,10889.567954
8.783919,9,10891.817467
6.95328,5,10892.737268
4.929138,5,10894.302237
7.375778,5,10895.270322
8.711493,12,10898.02075
8.659066,8,10900.016438
12.744175,14,10903.77979
11.710479,12,10906.521788
7.762203,10,10909.127642
19.061392,50,10921.745438
17.946278,28,10929.748836
4.19791,51,10942.874423
4.886711,4,10943.91029
4.444214,3,10944.439009
10.493402,15,10948.664637
5.930854,5,10949.72383
14.667771,24,10956.505912
13.86127,17,10961.2619
20.746126,25,10967.567168
6.835828,17,10972.513408
3.745361,46,10984.264134
6.7719,50,10997.469611
8.566488,10,10999.960261
5.337523,17,11004.336637
16.335281,27,11011.523393
8.133991,8,11013.555611
3.57926,9,11015.669854
4.870854,3,11016.586964
3.01,2,11017.084065
1.977178,21,11022.197857
6.02328,9,11024.554729
15.297636,39,11033.850328
4.858406,12,11036.641253
2.0,1,11037.296971
10.586488,9,11039.366498
6.66992,8,11041.287219
18.761862,42,11052.230419
7.999138,6,11053.751227
1.37799,10,11056.14893
10.480458,40,11066.005763
10.179403,11,11068.803553
3.842569,2,11069.24808
11.932763,14,11073.31778
14.165189,22,11079.262805
8.657351,7,11080.762235
5.285067,3,11081.797149
2.917107,19,11086.590951
7.28262,15,11090.556524
2.414214,1,11090.567527
7.313839,20,11095.635349
7.794133,5,11097.029076
13.380681,24,11103.307284
4.034142,3,11103.836784
16.583952,16,11108.24109
10.06862,14,11112.321578
7.036417,7,11114.258472
21.910075,47,11126.625539
2.414214,1,11127.149155
3.842569,2,11127.620792
8.736194,11,11130.204489
7.133991,12,11132.901533
4.957422,5,11134.740554
3.91997,16,11139.190666
11.233991,9,11141.069647
13.23989,15,11145.349232
4.912418,5,11146.307498
3.513848,9,11148.717089
17.24116,17,11152.831656
5.474214,4,11153.842866
10.708183,62,11169.968875
0.795126,7,11172.036908
4.750782,18,11176.211722
7.391636,6,11177.698331
11.668915,9,11179.840664
3.434214,3,11180.809814
18.13053,26,11187.116397
12.293839,14,11190.514035
10.564062,8,11192.425004
11.043616,19,11196.834242
4.910854,6,11198.23189
8.934844,8,11200.745027
16.535008,31,11209.216661
4.472498,4,11210.15531
7.649819,15,11213.417467
14.014104,33,11221.922058
13.471333,11,11224.852433
5.573209,6,11226.180107
6.95328,5,11227.516413
7.246812,29,11234.782748
19.427291,28,11241.682226
-0.284365,2,11242.341544
4.866711,3,11243.332597
6.940854,5,11244.265366
7.232123,16,11248.059156
5.909138,4,11248.893019
13.872346,13,11252.194072
3.842569,2,11252.648546
6.833625,17,11256.288571
10.082102,23,11262.477403
11.647565,29,11270.058996
18.683717,58,11285.010675
4.452498,3,11285.83111
25.676299,147,11322.698977
9.540631,8,11324.522104
10.474621,9,11327.328343
5.550782,7,11328.81347
4.418742,11,11332.339793
9.214701,9,11334.678869
2.797056,9,11337.222062
1.710782,5,11338.272881
10.209037,19,11343.290236
8.558915,8,11345.298862
20.839781,38,11355.886796
8.119138,9,11357.673499
6.323351,4,11358.767336
12.17389,21,11364.871901
5.064142,4,11365.745525
2.820639,5,11366.796566
6.323351,4,11367.902325
1.128995,3,11368.912788
7.004996,8,11370.899189
13.111972,12,11374.321656
5.922763,10,11377.036508
9.929991,9,11379.111989
8.475778,7,11381.095905
6.52664,5,11382.245759
7.853473,13,11386.016765
15.741921,29,11393.947169
6.079138,21,11399.952713
9.031392,42,11411.010615
6.949138,5,11412.154525
3.014142,2,11412.716813
19.188582,24,11419.037745
11.745332,13,11422.82178
11.253473,21,11427.428475
2.0,1,11427.927917
12.042052,16,11432.260875
1.113482,5,11433.39022
9.07328,8,11435.506759
6.007422,8,11437.664404
9.538053,10,11440.162798
16.030185,16,11444.593074
2.0,1,11445.132805
8.527048,10,11447.808823
-0.863431,1,11447.860745
3.444214,4,11448.932911
9.580996,22,11454.760961
-1.488011,7,11456.547933
0.046203,4,11457.66067
7.108356,18,11462.475451
5.48664,4,11463.684791
9.813503,39,11474.08127
16.626825,16,11478.311047
1.551493,4,11479.384434
13.002763,13,11483.345929
8.452346,7,11484.717071
10.289554,10,11487.410901
3.377027,30,11496.056945
4.655635,18,11500.441285
2.0,1,11500.85163
8.077422,8,11502.661457
-0.913431,1,11502.688206
15.811017,21,11508.215156
8.237128,14,11512.183545
0.241421,2,11512.842039
3.842569,2,11513.293467
4.45664,3,11513.819867
10.122001,30,11521.36602
3.038284,3,11522.227266
8.442346,6,11523.736516
3.47664,6,11525.319574
5.290559,18,11530.48752
14.993465,19,11535.181744
2.0,1,11535.603754
11.486875,20,11540.836388
11.033839,9,11543.082251
-0.951716,1,11543.502179
3.01,2,11543.94803
3.424214,2,11544.407356
0.534214,2,11544.899569
8.017422,7,11546.741176
4.870854,3,11547.891975
1.05333,14,11551.789457
3.740782,5,11552.823363
1.107838,13,11556.650667
4.478356,5,11557.617471
11.104844,15,11561.681255
10.163027,19,11566.560383
14.182287,120,11599.890546
3.428356,2,11600.360994
2.0,1,11600.874422
11.747636,35,11609.473023
-0.903431,2,11609.943101
11.677199,9,11612.378445
8.839991,6,11613.914608
3.01,2,11614.265269
10.930336,12,11617.722606
8.069848,10,11620.243902
14.247809,24,11626.75462
12.904276,28,11634.108831
32.82632,111,11664.452818
15.14254,25,11671.017057
4.034478,53,11684.812232
9.699626,13,11688.371864
3.983705,19,11693.067122
3.434214,3,11694.152731
15.811455,35,11703.41895
17.411009,20,11709.197443
9.079138,8,11711.119069
10.323107,22,11717.397156
16.208368,34,11726.872023
0.497523,29,11735.643158
5.028915,24,11741.701516
12.881686,16,11745.68322
13.703991,15,11748.925798
11.637048,10,11751.501499
16.169444,18,11756.286242
4.033116,10,11758.980617
13.008032,63,11775.075268
12.042611,16,11779.810892
7.138519,18,11784.384301
15.99317,20,11789.491982
13.448692,20,11794.48367
4.448356,3,11794.885151
12.864499,27,11802.214377
11.895281,24,11808.90617
2.972611,9,11811.121944
3.034142,4,11812.2033
10.617758,10,11814.884974
-0.901716,1,11815.348492
8.021564,7,11816.862001
3.842569,2,11817.494291
3.014142,2,11817.991945
9.07328,8,11820.059825
21.054541,47,11833.777411
7.663919,9,11836.07832
9.878124,10,11838.83812
18.52656,39,11849.012658
9.210408,22,11854.913453
1.160122,19,11860.16351
3.424214,2,11860.640601
13.225555,12,11863.540566
15.224957,15,11867.860707
11.870185,13,11870.859308
-2.306081,3,11871.92188
0.499066,2,11872.429388
16.789882,14,11876.107403
8.90656,8,11878.127658
9.014844,13,11881.427295
0.722203,4,11882.586652
-0.447166,6,11884.327628
7.981413,8,11886.294468
13.630559,13,11890.467963
5.484214,5,11891.575965
10.057981,9,11893.838259
10.030702,9,11895.776048
7.623381,15,11900.210155
8.908986,7,11901.806434
16.677615,29,11909.703803
22.912939,29,11917.771608
9.079848,7,11919.992926
10.322986,11,11923.015131
14.797241,18,11928.334621
6.393351,6,11930.056736
10.665778,11,11933.2539
13.55254,13,11936.34899
10.896408,12,11939.395887
-1.139167,6,11940.925958
-1.325929,2,11941.4234
13.371333,9,11943.994702
14.202052,42,11954.829245
9.733209,9,11956.738049
6.522498,5,11958.355627
9.510559,13,11961.518867
26.027657,77,11983.734837
6.018133,7,11985.300024
7.83656,6,11986.891954
9.472468,41,11998.455935
-1.317645,2,11998.910183
14.332123,13,12002.151838
5.900854,4,12003.132166
4.082498,34,12012.377127
3.01,2,12012.941604
0.865269,6,12014.884543
5.116569,8,12016.976499
4.921198,16,12021.086019
2.99394,39,12032.06007
10.663616,11,12034.91937
-0.853045,18,12039.824939
4.048284,4,12040.80224
16.511556,32,12050.064307
-0.875147,1,12050.6301
25.42907,67,12070.318556
5.91328,4,12071.478228
5.805189,16,12075.757662
5.474214,4,12076.801391
-0.941716,1,12077.452798
2.01,2,12077.910096
15.598469,20,12083.708748
3.462498,4,12084.799963
12.344752,19,12089.749986
2.650975,6,12091.535793
8.6019,13,12095.161557
6.329209,5,12096.34826
11.894306,38,12106.432733
13.462834,15,12110.528825
2.434214,3,12111.020448
6.95328,5,12112.419689
19.034583,29,12120.556898
20.461383,60,12136.848984
10.06055,13,12139.704987
35.00293,143,12177.238286
20.730753,106,12206.73141
13.938885,43,12219.110792
8.478204,7,12220.887557
6.769777,11,12223.975961
4.759066,7,12225.644834
4.078284,6,12227.284452
36.288856,178,12278.754407
8.943515,46,12292.127811
13.742914,19,12297.538485
19.368095,39,12308.821905
28.026513,73,12330.293394
6.636976,50,12344.124177
8.844133,6,12345.687407
10.728763,16,12349.607904
3.842569,2,12350.106219
5.957809,16,12354.550539
21.193456,29,12362.610285
7.781707,5,12364.074104
0.420122,11,12366.875813
10.081413,13,12370.416223
7.397494,7,12372.095191
5.467321,13,12376.106927
11.874693,9,12378.383836
18.575088,20,12384.203301
7.38127,17,12389.110744
6.65664,8,12391.159949
8.671341,11,12393.684254
3.434214,3,12394.735217
2.414214,1,12394.744315
3.426833,4,12395.972376
2.991198,9,12398.510554
5.525269,29,12405.784707
6.170711,8,12408.061273
6.944996,5,12409.755921
10.158133,8,12411.972211
16.482825,34,12421.475339
8.708255,18,12426.307807
4.169188,7,12428.184695
2.672527,12,12431.765135
7.908986,9,12434.23464
13.951686,26,12441.8441
5.371636,5,12442.895122
6.357494,5,12444.564035
7.692132,10,12447.798879
13.351606,21,12453.891133
12.825046,30,12462.987347
5.896711,4,12464.163052
10.163738,18,12469.715374
6.530782,5,12471.280603
18.940592,15,12475.002175
12.153473,14,12478.680453
3.424214,2,12479.232661
12.975828,22,12485.279604
3.842569,2,12485.845394
5.939138,5,12487.280683
1.909634,4,12488.551311
6.313848,14,12492.174731
12.419108,14,12495.782192
11.289848,12,12499.094783
12.239596,18,12504.14367
5.529066,5,12505.307222
7.04328,7,12507.591798
12.845412,17,12511.810222
13.015748,21,12518.266321
-0.256102,40,12529.30214
13.589747,21,12535.242087
4.452498,3,12536.338989
12.818704,37,12546.429488
12.210895,18,12551.339314
10.295189,13,12555.097151
23.104734,51,12569.617708
8.924844,7,12571.668606
7.372834,30,12580.74374
3.02,3,12581.341242
20.205546,60,12598.644512
13.70254,18,12603.445109
3.424214,2,12603.966839
1.186905,21,12610.684489
7.01328,7,12612.476759
14.693545,36,12623.485375
9.351484,8,12625.661701
15.950042,21,12631.398137
16.730206,32,12640.803571
4.488835,40,12653.962514
5.470416,10,12656.697385
13.64119,10,12659.7153
5.939138,6,12661.089174
2.0,1,12661.097393
11.604701,14,12665.098455
14.654449,20,12671.32308
2.438356,3,12672.298992
10.188133,11,12674.698253
7.031564,7,12676.82329
20.087039,65,12694.769312
3.842569,2,12695.355397
2.164701,13,12698.978789
13.912956,35,12708.34794
11.078204,12,12711.829524
0.412132,8,12714.22054
11.6819,11,12717.738433
12.09656,12,12721.439365
4.488356,5,12722.293602
4.862569,3,12723.232774
1.958629,6,12725.08604
4.866711,3,12725.593627
-0.927574,1,12726.140466
7.999138,6,12728.085306
4.458356,4,12729.316288
2.414214,1,12729.32764
16.922674,26,12737.119406
12.421829,13,12741.184786
7.506488,7,12742.744076
2.414214,1,12743.375087
9.952418,8,12745.715924
5.315067,4,12746.735823
18.859322,31,12755.865278
1.609777,5,12757.433007
6.446488,7,12759.115669
10.059016,36,12769.267458
10.269676,22,12775.758387
16.474957,19,12781.823144
6.96328,6,12783.573763
19.182338,32,12793.090119
5.49664,5,12794.032644
0.404558,4,12795.011587
14.789768,12,12798.208655
10.733848,16,12802.625479
12.044184,13,12806.787027
19.954928,25,12813.397748
16.30981,14,12817.637848
10.992418,9,12820.136304
14.862691,36,12829.893563
5.48664,4,12831.082731
18.762157,29,12839.24986
8.48992,7,12842.141729
15.265841,26,12850.630264
10.584062,9,12852.899944
6.949138,5,12854.456866
7.236417,11,12857.41721
6.347939,33,12867.059825
12.352834,14,12870.917152
6.264529,71,12891.047547
13.367535,33,12899.976643
8.498549,9,12902.563584
5.068284,4,12903.647208
10.10796,42,12915.899629
15.217018,17,12920.978064
13.471442,40,12932.390676
3.169848,7,12934.166141
8.904133,7,12936.394511
7.967056,12,12939.526829
-0.863431,1,12939.582514
3.256661,15,12944.166004
14.303221,28,12952.800459
12.558023,34,12961.792681
7.84463,16,12966.578747
-0.96,1,12966.588382
6.936711,5,12968.095438
10.790336,12,12971.167801
8.476976,9,12973.886342
1.07,3,12975.009165
29.590646,107,13005.93717
16.669129,28,13013.101334
3.92463,27,13020.314444
12.257464,34,13029.305161
22.757203,75,13051.232728
20.970786,47,13064.33078
4.068284,6,13065.822351
14.464945,23,13071.284102
4.862569,3,13072.264119
8.409209,6,13073.96766
9.362986,15,13077.457977
2.414214,1,13078.015667
13.54455,19,13082.489812
5.027351,6,13083.993461
6.704844,18,13088.709246
11.905189,31,13097.464688
10.285454,39,13107.9176
3.086589,36,13117.66853
9.585677,86,13141.994032
1.468772,13,13145.838337
7.039848,8,13147.851059
-3.028823,32,13156.525485
8.421636,6,13158.221664
22.606227,69,13177.982668
16.164499,31,13187.075378
9.237809,64,13204.802263
15.922804,26,13212.290616
11.047464,20,13217.467136
3.04,4,13218.396144
2.472498,6,13219.996768
7.54132,64,13237.068403
13.350601,51,13251.516364
4.271392,84,13273.512411
10.13328,8,13275.563659
11.553301,24,13282.598238
5.525341,14,13286.231917
10.348843,11,13289.955848
12.596501,30,13298.333143
2.425412,30,13306.756251
6.860702,9,13308.907427
9.58127,37,13319.40584
12.930631,12,13322.69476
24.591395,115,13354.634465
9.739777,8,13356.486532
7.59918,28,13364.327763
8.611341,13,13368.479095
20.064226,26,13376.137941
17.883545,16,13380.740742
-0.587868,5,13382.172388
4.958305,15,13386.564643
6.52664,5,13387.747994
0.469563,2,13388.459085
12.49325,17,13393.397015
-0.873431,1,13393.44311
13.767993,47,13406.507935
2.072426,7,13407.990125
4.261421,13,13443.11795
13.50127,14,13447.00343
12.617838,14,13450.892279
15.075483,13,13453.932446
17.62246,20,13459.881767
6.365778,5,13461.463966
15.725668,30,13469.93884
-1.340934,2,13470.482129
6.940854,5,13471.561159
4.567544,25,13478.656564
4.090711,5,13479.830525
9.510631,7,13482.088205
2.414214,1,13482.097872
10.411484,8,13484.496796
2.414214,1,13484.987617
4.862569,3,13485.558101
9.590164,47,13497.471135
2.719777,10,13500.273042
8.023991,6,13501.981959
19.904928,21,13507.683176
20.944755,44,13520.255075
4.48664,4,13521.22808
17.685719,21,13526.987277
14.315008,22,13533.101924
0.409706,5,13534.148166
2.0,1,13534.567084
4.866711,3,13535.082329
4.520782,5,13536.643414
13.310307,24,13542.48863
11.968347,25,13548.603686
4.482498,4,13549.556126
11.01783,10,13552.375166
0.078406,16,13557.223326
10.378053,8,13559.105065
2.414214,1,13559.547841
3.01,2,13560.001513
15.034886,49,13573.312237
12.657838,15,13577.666522
7.212426,9,13579.882215
19.579953,30,13588.958823
10.074844,10,13591.010558
15.552245,42,13603.281377
16.631972,77,13625.905177
11.749819,17,13630.696146
15.713313,14,13635.276481
4.237838,11,13638.554968
8.517838,15,13642.04362
12.670357,109,13671.506548
4.722914,11,13674.105008
6.037422,12,13677.102646
-0.350437,5,13678.710958
19.122662,27,13686.045097
7.613209,7,13688.116805
5.520782,6,13689.75433
-1.781838,15,13694.27233
18.703587,23,13701.294671
6.104142,5,13702.301192
5.06,4,13703.441786
5.285067,3,13704.44146
16.913078,36,13714.220381
0.612843,13,13717.525691
15.18182,14,13721.434352
8.669777,7,13723.57764
-0.780883,12,13727.391704
10.346316,20,13732.820982
13.453818,36,13742.373253
10.532031,18,13747.215373
14.908936,26,13754.863155
42.846698,158,13802.289413
0.934538,6,13804.263714
11.566682,16,13808.998973
5.144428,94,13834.99547
16.058662,21,13841.075725
7.827615,13,13844.802834
11.793057,13,13848.073876
5.084823,18,13852.981497
3.12058,22,13858.81415
10.515757,31,13867.938903
0.448356,3,13868.604194
8.00328,6,13870.328262
2.0,1,13870.868669
16.392775,66,13889.231419
5.145555,10,13891.890169
10.257128,10,13895.060122
12.740479,13,13898.63604
15.15717,43,13911.337162
11.821383,36,13920.765121
6.367494,5,13921.867873
13.307981,12,13925.15
24.981151,79,13949.017511
6.227838,11,13951.99019
6.003991,7,13954.046799
14.293961,25,13961.206912
13.856022,43,13973.071849
11.116539,53,13987.770306
6.215563,8,13990.023038
21.755353,50,14004.870168
5.494924,4,14005.947644
11.218772,13,14010.137969
4.646245,50,14023.782592
6.04328,9,14026.456838
5.904996,4,14027.985245
9.988986,8,14030.409924
2.758772,4,14031.687395
14.147464,19,14036.938195
9.078326,19,14041.8911
6.021564,11,14045.114804
16.941383,41,14056.12605
2.828772,8,14058.399586
16.195828,17,14063.398094
18.383027,17,14067.85339
4.448356,3,14068.940838
9.511636,9,14070.938034
15.832662,28,14078.877337
11.734621,12,14082.627379
16.361211,27,14090.478136
5.061279,17,14095.298298
5.904996,4,14096.376257
23.565861,49,14111.118736
5.064142,4,14112.329197
5.118284,6,14113.925387
13.499403,20,14119.424344
10.091434,20,14125.445539
12.569322,17,14130.005516
16.625088,22,14136.326408
6.735706,82,14159.466896
8.43992,7,14161.798436
2.993402,24,14168.998809
10.245706,12,14172.706262
10.90926,20,14178.664131
-2.587229,8,14180.788708
6.6259,30,14188.705822
8.835849,6,14190.355981
5.653776,49,14204.09578
3.866711,3,14204.988426
5.994996,11,14207.521135
3.852569,3,14208.665804
6.345067,7,14210.422095
6.337494,5,14211.96519
9.924844,7,14213.502602
14.797443,32,14222.8947
5.285067,3,14224.292426
9.180559,9,14226.780742
8.019848,6,14228.897788
7.212986,11,14232.70675
7.528204,12,14236.108842
16.22383,28,14244.808904
4.458356,4,14245.892671
9.070559,7,14247.730464
10.999777,12,14251.303173
5.514924,5,14252.939899
8.51799,20,14259.173378
7.994996,6,14260.878896
2.414214,1,14260.887356
4.543209,6,14262.637645
4.890854,4,14263.812036
6.42992,7,14265.957741
10.10455,11,14268.813392
5.068284,4,14270.075888
5.06,4,14271.053876
11.478053,10,14273.813935
4.444214,3,14274.932844
13.268154,58,14293.219612
1.748061,11,14295.94019
17.431169,67,14315.499004
19.712409,47,14329.016411
6.393911,9,14331.82249
9.360854,31,14340.008953
4.930854,5,14341.741437
3.424214,2,14342.237961
7.39992,6,14343.964889
-0.98,2,14344.625448
15.868204,27,14352.653388
16.671232,26,14361.119714
10.507737,27,14369.081747
8.644924,7,14370.560297
9.004844,10,14373.186382
4.872569,4,14374.150638
11.866753,16,14378.448464
-0.501157,7,14380.994427
3.428356,2,14381.594298
3.373869,21,14387.74466
7.192001,34,14397.989504
7.294083,51,14412.572667
24.250348,200,14466.677649
14.745605,29,14474.277511
14.04452,50,14488.468857
7.975189,14,14491.778543
6.406123,16,14496.07702
4.914996,5,14497.789258
10.051413,10,14500.615667
5.934996,5,14501.793991
10.984133,9,14504.373875
0.757229,35,14513.858818
9.449554,17,14518.603867
-0.307868,6,14520.55118
7.438204,6,14522.062268
18.017405,118,14556.110219
3.842569,2,14556.617614
17.995525,27,14563.880723
4.05664,50,14578.596868
16.359596,20,14584.060491
13.232683,13,14587.823333
10.842195,21,14593.43003
13.149575,38,14603.93684
10.590631,9,14606.683802
18.193179,37,14616.307883
10.786631,46,14629.433364
14.49714,21,14636.066656
4.255341,21,14641.755424
14.466266,15,14646.238994
5.068284,4,14647.285312
-0.136224,2,14647.789319
5.402691,22,14653.839301
18.061657,32,14662.88085
16.044651,41,14674.291258
13.541829,29,14682.706258
8.741341,33,14692.00431
16.927241,18,14697.301139
4.862569,3,14698.34323
5.502498,6,14699.970613
19.130227,53,14715.232074
13.05124,34,14724.307261
18.037544,24,14731.295327
17.640429,27,14739.080337
8.786043,12,14742.636996
16.211606,20,14748.497738
21.580134,135,14786.868401
11.671211,26,14794.486113
-0.99,1,14794.932547
19.253149,24,14802.537099
3.50664,7,14804.220271
10.403099,35,14814.793758
13.744764,30,14823.880213
14.363747,25,14830.897964
4.553604,23,14837.911918
8.011564,6,14839.491153
11.576631,32,14849.108757
9.399768,9,14851.231094
22.802094,58,14868.147546
9.408965,35,14878.708105
13.670895,26,14886.728171
8.987271,8,14888.804585
15.722897,26,14896.476326
11.024133,9,14898.848755
3.014142,2,14899.442713
-0.873431,1,14900.072369
4.448356,3,14900.644746
22.900735,111,14933.019982
13.593931,121,14967.369095
14.60989,40,14978.069342
9.054996,7,14980.488602
14.511118,54,14996.156758
7.407494,7,14998.07924
14.998591,24,15005.320356
20.114398,43,15018.898566
7.631139,34,15028.907751
12.234032,44,15041.037354
3.424214,2,15041.592916
4.866711,3,15042.200775
7.589066,6,15043.978619
6.400021,21,15050.80668
6.946711,6,15052.666157
7.58992,13,15055.717881
6.944996,5,15057.383748
2.32262,12,15060.769455
12.180256,14,15064.642484
12.99926,18,15069.688215
21.846429,65,15089.22543
14.226194,16,15093.589674
6.355067,5,15095.500019
-1.801514,3,15096.147709
5.478356,4,15096.956837
8.889991,8,15099.363297
7.035706,7,15101.465205
9.12328,11,15104.26827
11.715332,12,15107.700388
22.923923,117,15140.556886
3.656539,45,15153.481392
6.335067,6,15155.217846
13.407291,44,15168.165004
16.609882,13,15172.293035
8.118133,15,15176.10211
10.902977,12,15179.256721
7.723919,10,15182.119175
7.348671,32,15190.867708
8.260773,9,15193.690402
5.443351,12,15197.019976
0.51664,7,15198.646666
2.414214,1,15199.224556
22.040268,52,15214.693455
7.245921,58,15231.745322
10.808154,49,15245.140832
12.924907,92,15271.511148
20.101434,47,15287.26938
11.760601,48,15300.864178
15.110449,35,15310.369435
5.076569,4,15311.61196
4.936711,8,15313.966021
1.895462,13,15318.359765
17.504234,30,15326.99716
10.482195,9,15329.746971
9.454407,26,15336.813122
4.034142,3,15337.993654
2.239848,3,15338.701211
6.954996,6,15340.552874
10.664773,10,15343.845924
11.242275,9,15346.654117
4.254499,33,15355.768095
10.552195,11,15359.144281
11.263991,10,15361.973929
4.900854,4,15363.172785
2.055706,4,15364.098329
7.041564,9,15366.331437
8.417494,6,15367.7853
7.115097,16,15372.593494
7.25397,40,15384.280288
25.457253,96,15413.974926
18.753486,28,15422.110666
9.162275,14,15426.132714
3.134142,13,15430.056558
20.385222,45,15442.240039
6.315067,4,15443.368445
2.40333,19,15449.717952
20.06849,25,15456.814731
2.642203,30,15465.934553
9.178591,28,15474.763752
13.364104,15,15479.448889
17.181556,36,15490.224428
2.0,1,15490.233054
4.492498,7,15492.56392
5.94328,5,15493.579617
8.089848,8,15495.916716
8.911047,13,15499.777659
26.323536,80,15524.508626
8.012022,40,15536.485722
5.105706,9,15539.593545
10.349058,8,15542.069869
7.486488,14,15546.241107
7.927271,9,15549.075764
3.438356,3,15549.560542
11.706236,38,15560.527329
8.030854,10,15563.456904
3.512498,8,15565.598865
12.908549,20,15571.38143
18.575172,25,15579.50109
1.61598,6,15581.335312
18.40513,55,15597.110793
13.325017,50,15612.564409
3.024142,3,15613.716522
-1.181076,2,15614.305854
0.720488,2,15614.899963
4.448356,3,15615.502962
8.927271,7,15617.662385
9.062418,27,15625.197322
7.809991,7,15627.707965
5.900854,4,15628.733665
0.93463,4,15629.981641
3.424214,2,15630.557419
9.139697,18,15635.538634
11.700631,10,15638.656274
8.107279,14,15642.997752
13.416164,27,15650.899432
-1.430589,8,15653.197007
4.448356,3,15654.347311
16.972022,25,15661.204311
3.076741,30,15670.29894
3.574966,6,15672.57721
14.790458,20,15678.055266
11.683107,16,15682.342638
1.089848,5,15684.161372
12.997615,24,15690.522938
13.485525,15,15694.497732
4.866711,3,15695.471544
8.70664,9,15697.584933
9.564062,8,15699.639145
10.675677,15,15704.501449
4.55664,7,15705.894372
4.912203,54,15722.19276
-1.168995,19,15728.539706
11.945118,42,15741.662458
6.472834,31,15750.654805
0.313137,15,15755.315392
9.928986,7,15757.130402
16.793768,19,15762.871356
11.421413,44,15775.304289
13.000336,16,15779.996133
18.108338,39,15791.403111
8.087615,24,15798.131597
1.474457,10,15802.029894
10.686387,22,15808.087185
5.920854,6,15809.656625
9.586123,16,15814.055748
6.758864,11,15817.578805
5.615025,32,15826.736033
10.630631,9,15829.055962
9.868124,9,15831.805622
10.038986,9,15834.12703
10.37127,11,15837.778426
13.2559,25,15844.566468
-0.879289,1,15845.26886
7.005706,7,15847.011018
15.223667,18,15852.438814
27.159061,89,15881.671513
11.862052,19,15886.86657
9.494062,7,15889.165895
9.624773,15,15893.030815
8.872418,7,15895.322801
37.081862,187,15954.745095
7.198995,8,15956.983018
15.814895,35,15968.659814
2.83799,45,15981.270366
11.136194,20,15987.185706
9.287098,25,15996.532661
12.678742,20,16003.859364
19.27394,42,16017.505377
8.466985,11,16021.060156
4.683553,26,16029.279265
4.034142,3,16030.620593
11.664773,9,16033.082175
7.057422,12,16036.367423
14.431442,39,16049.211974
17.081728,54,16067.160872
9.898326,58,16084.684612
28.076219,85,16111.630771
17.231455,33,16121.675189
4.563209,6,16123.580218
5.234853,9,16126.081964
15.415706,23,16134.017573
11.848124,8,16136.293937
3.01,2,16136.9273
3.321981,36,16148.391767
0.256569,2,16149.181066
6.949453,17,16154.587595
5.032275,7,16156.944846
11.715525,58,16175.651268
10.609768,12,16179.413195
9.924844,7,16181.308503
5.482498,4,16182.54156
11.712346,10,16185.566107
13.616652,53,16203.909438
3.424214,2,16204.507216
21.820937,79,16231.089969
5.8559,11,16234.882807
3.504924,6,16236.647287
6.570782,9,16238.922861
4.896711,5,16240.73871
11.704062,12,16244.339029
4.537351,5,16245.953078
3.196569,15,16251.11201
13.24788,18,16256.133486
21.361913,62,23064.952291
6.187595,50,23077.698761
10.843768,11,23079.764484
9.634773,9,23081.173711
9.313431,50,23089.839069
4.812355,21,23093.35208
14.871118,53,23101.331778
8.427494,7,23102.085952
4.448356,3,23102.625808
13.183006,55,23109.978503
10.522195,10,23111.573288
4.448356,3,23112.187287
-0.941716,1,23112.197178
7.655635,7,23113.177201
13.327262,51,23121.108729
12.732052,11,23123.380567
7.977271,10,23124.873234
4.117889,39,23130.473894
5.488356,5,23131.518149
4.957422,6,23132.572083
15.471118,15,23135.370955
7.128133,10,23137.243008
8.912418,7,23138.607196
14.687952,27,23143.355844
11.743494,33,23149.319062
0.669066,9,23150.363411
2.414214,1,23150.699585
10.443789,43,23156.795274
4.906711,5,23157.597615
14.471505,34,23162.694885
12.917889,59,23171.236539
8.644924,7,23172.402661
3.424214,2,23172.730983
14.675008,28,23176.775675
9.68386,28,23180.800717
16.160643,33,23185.416728
9.039331,25,23189.732879
7.605685,47,23196.76851
5.068284,4,23197.356741
8.546682,20,23200.344447
11.020773,42,23206.767756
9.691636,13,23208.867951
3.424214,2,23209.21559
16.954104,26,23213.085729
11.536123,12,23214.76729
11.312388,17,23217.168943
7.069037,21,23220.4481
7.540631,9,23221.66903
-0.861716,1,23221.955571
6.535778,9,23223.168119
15.736144,29,23227.772904
5.440387,19,23230.908557
1.36733,7,23232.078671
2.798061,13,23233.800258
5.944996,6,23234.751605
5.380996,44,23241.883413
3.424214,2,23242.148387
6.798297,16,23244.719364
1.044621,8,23245.946079
0.884062,6,23246.887425
18.750033,84,23260.219687
0.173137,2,23260.566777
5.736346,11,23262.429199
