#{"t_start": 1784343020.691273, "env_id": "None"}
r,l,t
-1.574731,3,870.890788
-0.915858,1,870.905554
3.490702,9,871.575016
-0.951716,1,871.583209
-0.897574,1,871.706069
-0.909289,1,871.719157
-1.189361,2,871.826569
-0.937574,1,872.017742
-2.291451,9,872.556792
-0.883431,3,872.772856
0.825492,3,872.925845
-0.867574,1,873.072449
1.146964,6,873.533744
-0.889289,1,873.558166
-0.941716,1,873.711874
-1.325929,2,873.855986
4.544558,11,874.440166
-0.881005,1,874.597636
-2.754508,5,874.895157
2.383423,17,876.205882
-0.289361,2,876.325467
3.549066,9,876.811794
6.455605,12,877.690129
-0.933431,1,877.843552
-0.901716,1,877.863648
0.547351,2,878.004322
-0.923431,1,878.156555
4.774306,20,879.933353
4.752203,6,880.304792
-0.677157,3,880.507246
0.48061,7,881.148323
0.273137,2,881.307914
0.173137,2,881.444636
-0.965858,1,881.456805
-0.941716,1,881.631553
-0.504579,9,882.230708
3.448356,3,882.454478
-0.903431,1,882.477032
0.889777,8,882.945966
-0.927574,1,883.103789
-1.53066,7,883.523342
0.522498,2,883.668352
-0.945858,1,883.773757
-0.847574,1,883.801124
-0.897574,1,883.909669
-0.783431,7,884.267398
-0.658579,3,884.566164
-0.883431,1,884.584857
13.129789,32,886.60879
-0.937574,1,886.741218
-0.947574,1,886.74609
-0.869289,1,886.894893
4.868814,13,887.796834
1.163137,3,887.996645
0.173137,11,888.610673
1.910488,16,889.488923
4.26069,10,890.17351
1.076569,4,890.437095
1.527847,6,890.84485
4.471981,10,891.545091
-0.404365,2,891.676329
2.578742,14,892.731325
0.382426,4,893.011842
0.283137,3,893.310133
-0.903431,1,893.332711
-0.843087,15,894.401347
-1.665442,2,894.545647
-0.240172,5,894.837884
-0.891005,1,895.016338
-0.975858,1,895.019926
0.388701,4,895.312096
0.029634,7,895.743647
-0.935858,1,895.754197
-0.849289,1,895.882255
2.254701,6,896.286011
1.000071,13,897.248445
-0.060223,4,897.556623
0.340416,8,898.099245
-1.578873,3,898.428879
0.272275,3,898.562629
-0.867574,1,898.696857
6.355067,6,898.998173
-0.796863,3,899.121523
-0.346224,12,899.898568
-1.726152,4,900.152047
-2.835147,3,900.377932
0.204853,2,900.558549
4.442519,20,901.892957
-2.024365,8,902.449424
-2.141076,2,902.599695
-0.941716,1,902.608953
4.048326,21,903.836146
1.120488,7,904.318496
2.54992,5,904.736648
2.071543,8,905.280263
-0.907574,1,905.30794
-0.951716,1,905.413971
-0.347797,2,905.552886
0.832548,6,906.018546
3.500631,7,906.359882
6.267056,26,907.919699
5.601585,23,909.617347
2.0,1,909.621731
-2.118305,20,911.098752
-0.872721,1,911.226851
-0.903431,1,911.2437
-1.777746,13,912.215064
4.96664,19,913.60431
5.058061,14,914.5868
1.323747,22,915.791404
1.82463,4,915.997305
-0.921716,1,916.121134
-0.369218,2,916.267999
5.258995,11,916.937145
-1.685147,4,917.176512
-0.889289,1,917.288068
3.246266,12,918.00333
-0.897574,1,918.022585
-2.271076,5,918.381978
-0.793015,11,919.068806
3.287056,9,919.755164
2.237838,7,920.205253
-0.965858,1,920.301136
-2.277645,2,920.397377
-0.349218,2,920.583156
1.631493,4,920.875588
-1.697868,5,921.171086
-1.397502,2,921.339994
-2.373015,4,921.607602
0.448356,3,921.841451
2.619899,13,922.728599
-2.137939,5,923.125664
-2.881716,3,923.218026
2.980854,5,923.587069
2.094041,8,924.172334
1.46664,3,924.275321
-0.965858,1,924.401918
1.192275,3,924.556456
0.317178,23,926.053831
-0.545786,2,926.186824
-0.925858,1,926.197271
-2.201076,2,926.310928
0.976497,12,927.14235
-0.209361,2,927.270482
7.597048,13,928.157693
-1.810294,2,928.302762
-0.480934,2,928.45578
-0.893431,1,928.472315
8.119697,11,929.212101
-2.747716,4,929.458493
-0.951716,1,929.466445
-0.909289,1,929.593423
3.202203,14,930.434589
-0.891005,1,930.457377
1.849483,5,930.893921
-0.951716,1,930.902068
-0.955858,1,931.009938
5.904996,4,931.242108
2.172771,8,931.764236
3.264743,11,932.472013
-1.377452,5,932.903316
0.613137,17,933.958174
-0.875147,1,934.096644
2.999331,12,934.800288
-1.336152,8,935.388545
-1.79865,13,936.103488
-0.458011,9,936.746804
-1.337645,2,936.906481
0.184853,2,937.064896
0.790488,5,937.389487
3.540782,5,937.776407
-2.595442,5,938.037198
-0.977229,3,938.324094
-1.216661,11,939.065147
-0.911716,1,939.19174
-0.802721,3,939.344888
-1.365076,4,939.578248
0.548995,10,940.226703
-1.196589,9,940.810091
-0.846863,1,940.838243
-0.585442,3,941.116554
-0.911716,1,941.141649
-0.79201,3,941.478218
-0.951716,1,941.487399
3.554773,5,941.918863
-1.173158,5,942.258957
-0.194365,3,942.533756
0.567351,2,942.674699
-0.269512,3,942.820511
-0.919289,1,942.921952
-0.893431,1,942.941498
3.823473,8,943.57802
-2.81267,3,943.961454
-0.521644,5,944.256469
-0.861005,1,944.433583
-0.913431,1,944.459726
-0.871005,1,944.65855
0.18463,6,945.191953
-0.3673,9,945.774373
-0.907574,1,945.936926
0.527351,2,946.124796
-0.785858,4,946.379304
-0.889289,1,946.39598
-0.919289,1,946.576628
-0.284365,2,946.771518
-0.873431,1,946.810378
-2.621005,3,947.162342
0.048284,2,947.313508
-0.257868,5,947.733937
-2.03865,4,948.041184
-0.92,1,948.154808
2.91069,11,948.803584
-0.94,1,948.941585
0.725269,8,949.49097
-0.895858,1,949.500898
9.431118,21,950.930647
-0.828234,4,951.225589
-2.023087,4,951.498392
5.879777,15,952.414631
-0.611299,5,952.779185
7.250559,10,953.425828
-0.866863,1,953.451156
-1.783431,2,953.60085
-0.975858,1,953.744906
-1.888234,9,954.260492
-0.951716,3,954.457646
-2.184508,2,954.633657
3.45926,5,954.94641
1.01135,9,955.717227
-1.375076,7,956.071815
0.98196,8,956.677143
-1.891716,2,956.829817
-0.869289,1,956.971512
1.966548,8,957.558071
3.383482,7,957.984759
0.156569,2,958.105933
7.569159,19,959.444637
0.088284,2,959.559397
-0.201076,2,959.674258
3.723209,6,960.058744
0.770488,5,960.329167
-2.189361,2,960.449296
1.347279,3,960.670176
0.116569,2,960.791486
-1.96672,2,960.959377
-0.897574,1,960.970181
0.713898,16,962.002802
-0.113654,3,962.278949
1.180559,9,962.770002
3.447696,27,964.873465
-0.899289,1,964.905777
0.306102,8,965.484895
-0.148162,6,965.903304
0.271615,12,966.600532
7.45664,32,968.987143
2.85397,6,969.313446
7.544356,14,970.456279
0.149483,5,970.891747
3.187473,7,971.293837
0.639066,2,971.430449
-2.169361,2,971.594821
0.574882,27,973.431122
-0.861005,1,973.446532
1.458356,3,973.673914
-0.826863,1,973.700247
-1.812721,4,973.981426
0.522498,2,974.137807
2.154487,12,974.796455
3.842569,2,974.954085
-0.98,1,975.063139
0.104996,3,975.199406
-0.832721,1,975.336861
0.929634,12,976.033071
-0.724802,5,976.28294
7.223372,18,977.485801
-3.182082,3,977.728873
-0.489218,2,977.911035
4.605727,17,979.191608
-0.941716,1,979.360144
7.582418,19,980.659165
-1.98672,2,980.781997
-1.923431,2,980.881763
-0.638579,3,981.166471
-0.877725,3,981.307692
0.442843,10,981.969061
2.466102,13,982.982018
0.22934,6,983.411479
-0.839289,1,983.439698
-0.917574,1,983.56856
-1.07865,3,983.731399
2.278843,7,984.273222
0.502498,2,984.4047
-2.276934,6,984.775248
-0.99,1,984.779248
1.104558,12,985.71257
-0.841106,14,986.763172
0.088284,6,987.170516
0.034365,13,988.20646
1.631493,4,988.482146
0.462498,2,988.585937
4.558183,12,989.546027
1.796194,5,989.905578
-2.224508,3,990.138819
-0.87468,11,990.913571
-1.92066,5,991.345976
2.414214,1,991.34936
-0.226863,6,991.738777
-2.458305,11,992.637979
-0.985858,1,992.642856
-1.695147,2,992.777038
-0.842721,1,992.920598
-0.849289,1,992.938387
3.170345,6,993.360161
-0.651299,4,993.658643
-0.251228,2,993.818337
2.203848,4,994.042173
6.585483,13,994.847823
7.388549,10,995.464529
-0.032233,7,995.894665
0.098284,3,996.102178
-0.951716,1,996.110392
-1.460934,2,996.220318
3.261981,6,996.598289
-0.87,3,996.853357
4.291766,8,997.420504
-0.875147,1,997.437223
7.163381,26,999.499866
-1.870152,2,999.628884
1.618061,4,999.881494
-1.477502,2,1000.003964
-0.440294,4,1000.299942
0.695269,12,1001.223178
-0.806863,9,1001.926643
-1.409878,4,1002.333685
-0.929289,3,1002.511905
2.196762,5,1003.058981
1.801838,8,1003.77197
-1.055219,4,1004.057534
-0.891716,1,1004.081238
-1.092792,2,1004.276393
-0.867574,1,1004.407837
-2.283503,8,1004.908448
5.529159,9,1005.604132
-0.885147,1,1005.754827
-0.937574,1,1005.768864
0.610782,2,1005.911458
0.148995,5,1006.32238
-0.98,1,1006.325889
0.462498,2,1006.440827
0.088284,2,1006.603091
3.014142,2,1006.770313
-0.846863,2,1006.912148
-1.219361,3,1007.230236
-1.232792,2,1007.414393
-0.927574,1,1007.428121
-0.826863,2,1007.574031
0.136569,2,1007.732098
1.343137,3,1008.092699
-0.305929,2,1008.207574
-0.848579,1,1008.234161
-5.099361,6,1008.714097
-2.204874,6,1009.193194
-3.776863,5,1009.624607
-0.772721,3,1009.824886
-1.256791,3,1010.278092
-0.291745,9,1011.013679
-0.917574,1,1011.17675
0.012355,8,1011.848769
-2.903431,3,1011.996166
-0.847574,1,1012.121341
-0.907574,1,1012.137071
1.66669,8,1012.904561
-0.337645,2,1013.073621
0.300345,5,1013.605585
4.848965,19,1015.025934
4.021564,5,1015.39596
2.874752,11,1016.22113
-2.230273,16,1017.589732
-0.851005,1,1017.782211
4.576245,18,1019.16049
-0.352649,2,1019.328952
-1.317645,2,1019.465197
-1.492721,4,1019.830826
-1.628579,4,1020.121243
-0.340934,2,1020.263348
-0.843431,1,1020.297691
-1.40402,6,1020.700483
-1.117086,11,1021.576084
1.171097,13,1022.487891
-0.853431,1,1022.660335
-0.842721,1,1022.688842
2.873919,7,1023.273376
-0.358873,4,1023.586549
1.479899,16,1024.783208
5.959138,7,1025.248005
0.020122,8,1025.88844
0.574214,2,1026.061845
-3.817574,4,1026.363096
-0.875147,3,1026.651909
1.530782,4,1026.946424
-0.865147,1,1026.968292
4.097422,7,1027.565645
-0.925858,1,1027.581744
-0.748579,3,1027.904351
1.648915,5,1028.369394
1.317838,5,1028.82361
-0.847574,1,1028.849214
-0.937574,1,1028.98062
0.257279,3,1029.13281
-0.899289,1,1029.258793
-2.961219,3,1029.455135
0.038284,3,1029.700988
1.124853,5,1029.951627
0.191421,3,1030.245138
3.424214,2,1030.3608
-0.263654,4,1030.662391
-0.907574,1,1030.683151
0.492843,5,1031.237592
-1.941716,3,1031.403242
-1.391299,4,1031.726121
-1.986934,5,1032.145015
-1.209361,2,1032.308927
1.560782,3,1032.473667
-0.913431,1,1032.609262
-0.913431,1,1032.632595
0.625635,4,1032.927801
-1.321005,5,1033.419893
7.148133,8,1033.973353
3.452498,3,1034.107799
-0.358507,3,1034.429837
-0.201076,5,1034.711934
2.642325,11,1035.594585
2.574903,12,1036.516076
4.979138,11,1037.192703
0.549066,5,1037.614853
-0.457006,5,1037.958107
4.811686,16,1039.185108
-1.803431,7,1039.712852
-0.142447,14,1040.74533
1.457817,10,1041.580975
3.0559,10,1042.33676
-3.164508,5,1042.605977
0.133137,2,1042.762754
3.458356,4,1042.977111
-0.915147,1,1043.130474
3.901198,11,1043.830914
0.619066,2,1044.017444
0.076569,2,1044.152873
-0.931716,1,1044.276319
-0.336081,3,1044.446718
1.234853,5,1044.863688
-1.321299,9,1045.478252
-2.295076,4,1045.806464
-3.601005,4,1046.118261
2.322986,6,1046.638129
-2.329361,2,1046.774391
-0.875147,1,1046.952219
4.141564,6,1047.420477
6.033667,23,1049.428832
-0.919289,1,1049.580326
-0.927574,1,1049.602868
-1.105219,5,1050.020296
-0.961716,1,1050.027471
-1.758579,2,1050.210773
-3.921737,7,1050.802369
-0.975858,1,1050.808397
-0.905858,1,1050.940078
-0.873431,1,1050.962602
0.062426,4,1051.236851
0.600833,6,1051.7426
-0.937574,1,1051.890285
-0.917574,1,1051.916721
3.153747,12,1052.941587
0.116569,2,1053.113853
0.702203,5,1053.622629
-0.477574,11,1054.287642
3.433848,8,1054.891581
2.511127,7,1055.476602
-1.365929,2,1055.602352
-1.261076,2,1055.787436
3.842569,2,1055.951951
0.438335,14,1056.994558
-0.336081,2,1057.154328
-0.821716,3,1057.301401
-0.941716,1,1057.450253
7.193696,16,1058.725681
-1.181076,2,1058.927743
1.627817,14,1060.016242
0.623919,7,1060.45419
1.731198,7,1061.054305
1.299706,3,1061.265701
2.509045,8,1061.879385
-0.460934,4,1062.1319
1.138284,6,1062.539362
4.444121,21,1064.172107
-0.909289,1,1064.184998
0.770273,9,1064.935656
-0.74738,6,1065.404993
-0.239584,5,1065.777736
0.404558,4,1066.115061
-0.220223,5,1066.589243
0.539066,2,1066.786371
2.0,1,1066.791589
1.830639,9,1067.442688
-0.460437,3,1067.615461
-0.814437,1,1067.757542
0.567351,2,1067.900407
2.034142,3,1068.059775
-0.39066,23,1069.794804
-0.965858,1,1069.800673
-3.571716,5,1070.213467
-0.911716,1,1070.232508
-0.863087,6,1070.716645
-0.489218,2,1070.859661
0.877056,13,1071.784922
2.754701,7,1072.288021
6.315067,4,1072.519097
9.821493,10,1073.238408
1.609848,14,1074.408501
-0.913431,1,1074.568992
-0.724802,5,1074.91701
0.605635,3,1075.206385
4.418183,13,1076.406276
0.044142,3,1076.661829
-1.054659,4,1077.047046
-0.819096,5,1077.440075
-0.828579,1,1077.600402
1.795341,4,1077.989347
-1.86,2,1078.142285
-1.639949,9,1078.795663
2.333137,5,1079.318774
2.080538,9,1080.115393
1.86791,6,1080.637055
3.485778,11,1081.425925
0.821198,4,1081.732503
-1.355076,4,1081.988489
-1.274365,3,1082.136106
-1.414954,12,1083.074046
5.252174,16,1084.317784
-2.286589,4,1084.613272
1.617351,4,1084.912933
-0.921716,1,1085.064201
0.434214,2,1085.185532
-2.241867,25,1087.024071
-1.236934,4,1087.318449
-0.005665,7,1087.91493
-1.325929,2,1088.097357
-0.808579,1,1088.13531
0.958162,12,1089.163527
-1.586863,3,1089.467127
3.025706,5,1089.732378
5.350702,20,1091.491455
2.043625,9,1092.198848
1.453137,5,1092.520673
-1.746863,2,1092.670632
-1.244508,2,1092.831774
-0.217797,6,1093.233786
-1.289361,2,1093.376591
-1.993797,6,1093.796079
0.634214,2,1093.947495
0.056569,3,1094.212689
-0.851005,1,1094.246958
3.458326,19,1095.930993
3.227422,8,1096.519679
0.881909,9,1097.061046
-1.027939,9,1097.695369
-0.855147,2,1097.883874
-4.036245,15,1098.995337
6.426367,20,1100.668378
-1.45262,16,1101.858462
-0.985858,1,1101.983848
4.025706,7,1102.374811
7.344041,13,1103.386364
0.124853,2,1103.551394
0.753898,11,1104.423184
0.259554,3,1104.737095
-0.951716,2,1104.903044
1.717351,12,1105.654511
-1.931716,3,1105.791463
-0.541299,3,1106.074385
-0.728579,3,1106.237567
0.843229,16,1107.505919
-0.893431,1,1107.672165
2.100458,8,1108.292894
-0.143654,3,1108.498318
-0.742721,4,1108.818764
-0.843431,3,1109.122148
0.273848,7,1109.589169
-0.931716,1,1109.725455
2.0,1,1109.72963
-0.96,1,1109.861269
-0.851005,1,1109.892325
-1.229361,2,1110.071532
-0.00738,5,1110.520154
0.499066,2,1110.656646
-0.473015,3,1110.869274
-0.921716,1,1110.995899
-0.901716,1,1111.008976
-0.287645,8,1111.563787
-2.776863,5,1112.009173
1.989138,4,1112.253205
1.120711,3,1112.39787
2.873919,12,1113.259107
0.256569,3,1113.551087
-0.965858,1,1113.556906
6.449188,17,1114.808342
-0.961716,1,1114.816688
3.979848,5,1115.23949
0.293137,2,1115.417452
5.176346,25,1117.241529
2.149138,4,1117.595551
-1.477157,7,1118.194744
-2.241076,2,1118.343908
6.456833,16,1119.474627
-0.726152,3,1119.594718
-0.927574,1,1119.75525
-0.856863,1,1119.792495
-0.309218,2,1120.026524
-0.965858,1,1120.186459
-0.975858,1,1120.190712
0.148284,2,1120.335669
2.177422,5,1120.814199
-0.927574,1,1120.828529
2.424214,2,1120.992615
-0.917574,1,1121.16293
-0.961716,1,1121.170039
1.488701,4,1121.578265
-0.866863,1,1121.720722
-0.443512,4,1122.05458
2.116762,9,1122.700151
14.790765,25,1124.727284
-0.13537,4,1125.04528
-0.853431,1,1125.072832
0.592325,9,1125.879163
-1.109655,3,1126.025975
0.45799,3,1126.333915
-0.961716,1,1126.339204
-1.68529,3,1126.626116
2.111249,11,1127.581868
2.0,1,1127.73808
1.102275,5,1128.054026
1.870042,8,1128.685746
2.036905,6,1129.203568
-0.395442,6,1129.745028
0.639066,2,1129.899014
-0.883431,1,1130.082674
1.851909,6,1130.613596
-0.947574,1,1130.620752
0.569066,3,1130.867994
0.752132,6,1131.455497
2.015837,7,1131.988935
-4.396295,4,1132.320474
-0.897574,1,1132.457577
2.598204,4,1132.787956
0.30799,3,1132.965119
2.570051,12,1133.971987
-0.299512,2,1134.144305
3.972052,14,1135.197961
-0.10537,5,1135.761262
-0.919289,1,1135.777745
-2.212792,2,1135.92821
-3.309361,3,1136.174293
-1.510589,3,1136.35078
1.705635,3,1136.738887
-0.494802,6,1137.289459
-0.873431,1,1137.310531
4.919138,5,1137.765565
-0.742822,5,1138.134907
-1.808579,3,1138.423975
-1.389218,2,1138.596501
5.478356,4,1138.852057
-1.172233,4,1139.180709
-1.389218,9,1139.638081
-5.256152,8,1140.257522
3.959138,7,1140.71886
-0.861716,1,1140.742461
1.521127,7,1141.380919
-0.284365,8,1141.96783
3.432843,15,1143.102412
-0.919289,1,1143.232054
1.351421,3,1143.339952
-2.051371,2,1143.523497
-4.507372,6,1144.013944
0.966295,19,1145.879314
3.868061,16,1146.881515
-2.381005,5,1147.23306
-0.913431,1,1147.344141
3.880559,23,1149.142499
5.641493,10,1149.715296
2.414214,1,1149.865507
0.86799,6,1150.395919
-0.704538,7,1150.828478
-0.852721,1,1151.007564
2.0,1,1151.012178
2.916783,15,1152.290722
8.490042,29,1154.566813
-0.885858,1,1154.693353
-0.913431,1,1154.705581
-0.457502,2,1154.859246
2.444214,3,1155.072058
-0.875147,1,1155.089922
0.096569,2,1155.224071
0.719066,3,1155.544164
4.99397,15,1156.449026
-0.276741,5,1156.941838
0.29804,4,1157.212013
-2.817574,3,1157.34897
7.37992,5,1157.713203
3.796215,17,1158.87885
-1.007086,4,1159.227455
-0.023797,6,1159.652591
-0.899289,1,1159.796606
-1.251076,9,1160.273318
-0.885147,1,1160.419493
2.01262,9,1160.892682
1.138284,3,1161.174871
4.801493,19,1162.21562
-0.99,1,1162.354673
-0.360934,2,1162.538142
3.058284,5,1162.805419
-1.252792,2,1162.953175
-2.325929,2,1163.078143
0.00331,34,1165.56881
-1.594437,4,1165.855223
4.577199,5,1166.269722
0.554214,2,1166.378915
4.876711,4,1166.637552
-0.826863,1,1166.670301
-0.832721,1,1166.822934
-0.883431,1,1166.854006
11.28452,24,1168.690743
-0.471644,4,1168.945499
-2.305929,2,1169.057416
-0.871005,1,1169.222988
-0.921716,1,1169.241147
-2.488011,3,1169.496058
0.506762,7,1169.959853
2.232986,6,1170.342568
4.533545,8,1170.785037
-0.937574,1,1170.90648
5.112426,5,1171.192617
0.128995,3,1171.40373
-4.493869,5,1171.679442
1.180711,3,1171.979073
2.594924,8,1172.513716
0.715046,13,1173.444583
-0.899289,1,1173.579215
-0.328873,5,1173.867567
-2.903431,3,1174.120656
0.389563,3,1174.263546
-1.242397,11,1175.098552
3.343625,9,1175.633389
7.794133,5,1176.061801
3.397494,5,1176.295552
-0.899289,3,1176.577754
1.428692,6,1177.03788
6.159626,15,1178.075438
0.283532,14,1179.039414
-0.778579,2,1179.165469
4.866711,3,1179.421337
-0.300934,3,1179.595597
-0.869289,1,1179.749946
-0.975858,1,1179.756126
-3.15865,4,1180.024539
5.494924,4,1180.262852
-0.222304,5,1180.651544
7.597199,14,1181.556873
-1.863431,2,1181.700637
-1.591299,4,1181.988347
-0.730294,6,1182.419886
-2.659584,8,1182.9526
-1.915421,10,1183.74668
0.214853,4,1184.000901
0.596488,15,1185.149479
1.009066,5,1185.585308
-2.02865,4,1185.910484
4.61931,10,1186.65149
7.800895,11,1187.413427
-1.766863,3,1187.684802
0.591329,7,1188.164953
-0.432944,14,1189.083088
0.678061,4,1189.383991
-3.666863,11,1190.096374
-1.709289,3,1190.22383
6.470479,10,1190.867141
5.904996,4,1191.128426
-0.911716,1,1191.259726
-1.299361,3,1191.407151
0.633209,4,1191.684738
-0.954508,13,1192.60118
-1.508011,4,1192.913655
-1.249361,3,1193.053955
-0.961716,1,1193.204501
-0.291076,6,1193.621986
5.599453,22,1195.112861
-1.224508,2,1195.258576
0.098995,4,1195.47341
6.964996,6,1195.886796
2.434214,3,1196.016518
-0.584731,3,1196.284903
4.862569,3,1196.41077
3.504924,6,1196.852548
-1.229361,2,1196.985857
-0.889289,1,1197.130548
-1.462153,2,1197.3045
-2.045462,4,1197.639602
-0.309361,2,1197.794596
0.483553,10,1198.396672
-0.879289,1,1198.41659
-0.775147,3,1198.715373
-0.706863,5,1198.961243
6.577056,11,1199.874356
-0.859289,1,1199.888973
-0.941716,1,1200.030197
-2.436367,6,1200.403152
-2.301076,2,1200.537811
0.700488,4,1200.852874
0.242426,4,1201.114965
12.459007,21,1202.557424
0.084853,2,1202.700605
0.025837,15,1204.039104
-0.971716,1,1204.043706
-0.917574,1,1204.20901
-4.686367,5,1204.498037
-0.39201,5,1204.913705
-1.564802,8,1205.558322
3.428356,2,1205.691393
0.25799,2,1205.835408
-0.049096,6,1206.298447
0.33799,2,1206.529077
-0.881716,1,1206.556476
-0.975858,1,1206.701656
0.116569,2,1206.890109
0.595605,11,1207.753719
-0.440934,4,1208.140065
-0.937574,1,1208.298324
-0.933431,1,1208.308736
0.51471,3,1208.725302
1.807544,17,1210.078657
-0.887574,1,1210.265646
-1.357645,2,1210.471771
2.758061,13,1211.413237
0.567351,2,1211.525513
4.138284,7,1212.079528
-1.494882,4,1212.485014
-2.501148,4,1212.756752
-0.855147,1,1212.779964
4.634113,8,1213.402575
-0.296791,5,1213.747244
-1.366791,4,1214.074574
-0.945858,1,1214.086695
4.850294,28,1216.193959
-2.237645,2,1216.305176
-1.903431,2,1216.439542
-0.743747,11,1217.222402
-0.879289,3,1217.360736
3.424214,2,1217.474271
-0.449218,2,1217.581265
-0.62066,13,1218.505218
2.792914,5,1218.878349
3.138986,12,1219.629362
-0.558579,7,1220.194538
-0.229016,9,1220.829514
-0.650294,5,1221.267425
0.685635,4,1221.497591
-1.707817,12,1222.266645
3.814255,8,1222.867568
